transaccion;url_transaccion;fecha_creacion;primer_idcambiotabla;total_cambios;fecha_insercion;fecha_actualizacion;fecha_confirmacion
5.15.1101643;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.15.1101643;2022-07-21 19:12:00.0;66036476;3;2022-07-21 19:15:21.0;2022-07-21 19:15:22.0;2022-07-21 19:15:22.0
4.34.1112804;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.34.1112804;2022-07-21 19:13:01.0;66036479;3;2022-07-21 19:15:21.0;2022-07-21 19:15:22.0;2022-07-21 19:15:22.0
2.4.1097790;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.4.1097790;2022-07-21 19:16:00.0;66036483;1;2022-07-21 19:20:21.0;2022-07-21 19:20:22.0;2022-07-21 19:20:21.0
8.41.1116967;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.41.1116967;2022-07-21 19:16:00.0;66036482;2;2022-07-21 19:20:21.0;2022-07-21 19:20:22.0;2022-07-21 19:20:21.0
9.41.1110840;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.41.1110840;2022-07-21 19:17:00.0;66036485;2;2022-07-21 19:20:21.0;2022-07-21 19:20:22.0;2022-07-21 19:20:21.0
2.1.1097250;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.1.1097250;2022-07-21 19:18:00.0;66036487;3;2022-07-21 19:20:21.0;2022-07-21 19:20:22.0;2022-07-21 19:20:21.0
2.46.1098001;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.46.1098001;2022-07-21 19:18:00.0;66036490;1;2022-07-21 19:20:21.0;2022-07-21 19:20:22.0;2022-07-21 19:20:21.0
7.42.1076724;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.42.1076724;2022-07-21 19:18:01.0;66036491;1;2022-07-21 19:20:21.0;2022-07-21 19:20:22.0;2022-07-21 19:20:21.0
6.31.954513;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.31.954513;2022-07-21 19:20:01.0;66036492;1;2022-07-21 19:25:19.0;2022-07-21 19:25:20.0;2022-07-21 19:25:19.0
4.17.1112371;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.17.1112371;2022-07-21 19:22:00.0;66036493;2;2022-07-21 19:25:19.0;2022-07-21 19:25:20.0;2022-07-21 19:25:19.0
5.5.1101982;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.5.1101982;2022-07-21 19:23:00.0;66036495;2;2022-07-21 19:25:19.0;2022-07-21 19:25:20.0;2022-07-21 19:25:20.0
9.7.1111198;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.7.1111198;2022-07-21 19:23:00.0;66036496;2;2022-07-21 19:25:19.0;2022-07-21 19:25:20.0;2022-07-21 19:25:20.0
8.45.1116351;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.45.1116351;2022-07-21 19:23:01.0;66036499;1;2022-07-21 19:25:19.0;2022-07-21 19:25:20.0;2022-07-21 19:25:20.0
4.29.1112867;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.29.1112867;2022-07-21 19:24:00.0;66036500;1;2022-07-21 19:25:19.0;2022-07-21 19:25:20.0;2022-07-21 19:25:20.0
7.44.1067190;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.44.1067190;2022-07-21 19:26:00.0;66036501;1;2022-07-21 19:30:20.0;2022-07-21 19:30:22.0;2022-07-21 19:30:20.0
8.9.1116543;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.9.1116543;2022-07-21 19:27:00.0;66036502;2;2022-07-21 19:30:20.0;2022-07-21 19:30:22.0;2022-07-21 19:30:20.0
1.40.973152;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.40.973152;2022-07-21 19:27:01.0;66036504;1;2022-07-21 19:30:20.0;2022-07-21 19:30:22.0;2022-07-21 19:30:20.0
3.8.1110293;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.8.1110293;2022-07-21 19:28:00.0;66036507;4;2022-07-21 19:30:20.0;2022-07-21 19:30:22.0;2022-07-21 19:30:21.0
4.5.1112564;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.5.1112564;2022-07-21 19:28:00.0;66036505;1;2022-07-21 19:30:20.0;2022-07-21 19:30:22.0;2022-07-21 19:30:20.0
9.20.1110858;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.20.1110858;2022-07-21 19:28:00.0;66036506;1;2022-07-21 19:30:20.0;2022-07-21 19:30:22.0;2022-07-21 19:30:21.0
2.40.1096793;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.40.1096793;2022-07-21 19:30:00.0;66036511;1;2022-07-21 19:35:18.0;2022-07-21 19:35:20.0;2022-07-21 19:35:18.0
7.29.1076964;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.29.1076964;2022-07-21 19:31:00.0;66036512;1;2022-07-21 19:35:18.0;2022-07-21 19:35:20.0;2022-07-21 19:35:18.0
8.8.1117094;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.8.1117094;2022-07-21 19:33:00.0;66036513;1;2022-07-21 19:35:18.0;2022-07-21 19:35:20.0;2022-07-21 19:35:18.0
9.4.1110545;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.4.1110545;2022-07-21 19:33:00.0;66036514;2;2022-07-21 19:35:18.0;2022-07-21 19:35:20.0;2022-07-21 19:35:18.0
10.1.1121776;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.1.1121776;2022-07-21 19:33:01.0;66036516;1;2022-07-21 19:35:18.0;2022-07-21 19:35:20.0;2022-07-21 19:35:18.0
1.38.972314;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.38.972314;2022-07-21 19:34:00.0;66036517;4;2022-07-21 19:35:18.0;2022-07-21 19:35:20.0;2022-07-21 19:35:18.0
8.42.1116204;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.42.1116204;2022-07-21 19:35:00.0;66036521;1;2022-07-21 19:40:20.0;2022-07-21 19:40:21.0;2022-07-21 19:40:20.0
7.23.1075052;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.23.1075052;2022-07-21 19:37:00.0;66036522;2;2022-07-21 19:40:20.0;2022-07-21 19:40:21.0;2022-07-21 19:40:20.0
7.24.1076675;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.24.1076675;2022-07-21 19:37:01.0;66036524;2;2022-07-21 19:40:20.0;2022-07-21 19:40:21.0;2022-07-21 19:40:20.0
5.12.1101619;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.12.1101619;2022-07-21 19:38:00.0;66036526;5;2022-07-21 19:40:20.0;2022-07-21 19:40:21.0;2022-07-21 19:40:20.0
3.42.1110815;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.42.1110815;2022-07-21 19:39:01.0;66036531;4;2022-07-21 19:40:20.0;2022-07-21 19:40:21.0;2022-07-21 19:40:20.0
9.31.1110995;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.31.1110995;2022-07-21 19:42:00.0;66036535;1;2022-07-21 19:45:20.0;2022-07-21 19:45:20.0;2022-07-21 19:45:20.0
9.30.1110476;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.30.1110476;2022-07-21 19:42:59.0;66036536;26;2022-07-21 19:45:20.0;2022-07-21 19:45:20.0;2022-07-21 19:45:20.0
6.47.955613;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.47.955613;2022-07-21 19:46:00.0;66036562;14;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:34.0
8.17.1116441;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.17.1116441;2022-07-21 19:46:00.0;66036567;4;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:34.0
8.36.1115489;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.36.1115489;2022-07-21 19:46:01.0;66036574;2;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:34.0
8.8.1117095;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.8.1117095;2022-07-21 19:46:01.0;66036578;1;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:34.0
1.47.973430;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.47.973430;2022-07-21 19:46:02.0;66036583;1;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:34.0
7.45.1076945;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.45.1076945;2022-07-21 19:47:01.0;66036584;1;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:34.0
7.35.1076353;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.35.1076353;2022-07-21 19:49:01.0;66036585;7;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:35.0
3.22.1110742;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.22.1110742;2022-07-21 19:49:01.0;66036592;2;2022-07-21 19:50:34.0;2022-07-21 19:50:35.0;2022-07-21 19:50:35.0
1.39.969971;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.39.969971;2022-07-21 19:50:00.0;66036594;2;2022-07-21 19:55:47.0;2022-07-21 19:55:47.0;2022-07-21 19:55:47.0
7.18.1076925;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.18.1076925;2022-07-21 19:50:01.0;66036596;2;2022-07-21 19:55:47.0;2022-07-21 19:55:47.0;2022-07-21 19:55:47.0
3.7.1109091;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.7.1109091;2022-07-21 19:54:00.0;66036598;2;2022-07-21 20:00:17.0;2022-07-21 20:00:17.0;2022-07-21 20:00:17.0
10.22.1121167;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.22.1121167;2022-07-21 19:56:00.0;66036600;1;2022-07-21 20:00:17.0;2022-07-21 20:00:17.0;2022-07-21 20:00:17.0
3.16.1110076;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.16.1110076;2022-07-21 19:59:01.0;66036601;1;2022-07-21 20:05:21.0;2022-07-21 20:05:22.0;2022-07-21 20:05:21.0
6.34.955657;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.34.955657;2022-07-21 19:59:01.0;66036602;1;2022-07-21 20:05:21.0;2022-07-21 20:05:22.0;2022-07-21 20:05:21.0
4.11.1112543;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.11.1112543;2022-07-21 20:01:00.0;66036603;1;2022-07-21 20:05:21.0;2022-07-21 20:05:22.0;2022-07-21 20:05:22.0
10.27.1121667;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.27.1121667;2022-07-21 20:01:01.0;66036604;1;2022-07-21 20:05:21.0;2022-07-21 20:05:22.0;2022-07-21 20:05:22.0
3.4.1110132;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.4.1110132;2022-07-21 20:03:00.0;66036605;1;2022-07-21 20:10:18.0;2022-07-21 20:10:19.0;2022-07-21 20:10:18.0
2.15.1097437;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.15.1097437;2022-07-21 20:04:00.0;66036606;8;2022-07-21 20:10:18.0;2022-07-21 20:10:19.0;2022-07-21 20:10:18.0
4.19.1112703;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.19.1112703;2022-07-21 20:04:01.0;66036614;1;2022-07-21 20:10:18.0;2022-07-21 20:10:19.0;2022-07-21 20:10:18.0
4.6.1112812;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.6.1112812;2022-07-21 20:04:01.0;66036615;2;2022-07-21 20:10:18.0;2022-07-21 20:10:19.0;2022-07-21 20:10:18.0
9.30.1110477;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.30.1110477;2022-07-21 20:04:02.0;66036617;2;2022-07-21 20:10:18.0;2022-07-21 20:10:19.0;2022-07-21 20:10:18.0
6.41.955802;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.41.955802;2022-07-21 20:05:00.0;66036619;1;2022-07-21 20:10:18.0;2022-07-21 20:10:19.0;2022-07-21 20:10:18.0
4.33.1112753;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.33.1112753;2022-07-21 20:06:00.0;66036620;1;2022-07-21 20:10:18.0;2022-07-21 20:10:19.0;2022-07-21 20:10:19.0
3.0.1110785;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.0.1110785;2022-07-21 20:08:00.0;66036622;2;2022-07-21 20:15:21.0;2022-07-21 20:15:22.0;2022-07-21 20:15:21.0
8.0.1116336;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.0.1116336;2022-07-21 20:08:00.0;66036621;1;2022-07-21 20:15:21.0;2022-07-21 20:15:22.0;2022-07-21 20:15:21.0
8.16.1116834;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.16.1116834;2022-07-21 20:08:00.0;66036624;1;2022-07-21 20:15:21.0;2022-07-21 20:15:22.0;2022-07-21 20:15:21.0
9.11.1111025;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.11.1111025;2022-07-21 20:10:00.0;66036626;1;2022-07-21 20:15:21.0;2022-07-21 20:15:22.0;2022-07-21 20:15:21.0
3.30.1110612;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.30.1110612;2022-07-21 20:10:00.0;66036625;1;2022-07-21 20:15:21.0;2022-07-21 20:15:22.0;2022-07-21 20:15:21.0
8.2.1117088;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.2.1117088;2022-07-21 20:13:00.0;66036627;2;2022-07-21 20:15:21.0;2022-07-21 20:15:22.0;2022-07-21 20:15:22.0
5.9.1101562;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.9.1101562;2022-07-21 20:17:01.0;66036629;1;2022-07-21 20:20:18.0;2022-07-21 20:20:19.0;2022-07-21 20:20:18.0
7.12.1076832;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.12.1076832;2022-07-21 20:18:00.0;66036632;1;2022-07-21 20:20:18.0;2022-07-21 20:20:19.0;2022-07-21 20:20:18.0
9.18.1110513;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.18.1110513;2022-07-21 20:18:00.0;66036630;2;2022-07-21 20:20:18.0;2022-07-21 20:20:19.0;2022-07-21 20:20:18.0
4.4.1112742;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.4.1112742;2022-07-21 20:18:00.0;66036633;1;2022-07-21 20:20:18.0;2022-07-21 20:20:19.0;2022-07-21 20:20:18.0
8.0.1116337;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.0.1116337;2022-07-21 20:19:00.0;66036634;1;2022-07-21 20:25:20.0;2022-07-21 20:25:21.0;2022-07-21 20:25:20.0
4.20.1113079;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.20.1113079;2022-07-21 20:21:01.0;66036635;1;2022-07-21 20:25:20.0;2022-07-21 20:25:21.0;2022-07-21 20:25:21.0
4.38.1112465;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.38.1112465;2022-07-21 20:24:01.0;66036636;1;2022-07-21 20:30:18.0;2022-07-21 20:30:19.0;2022-07-21 20:30:18.0
3.40.1110175;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.40.1110175;2022-07-21 20:27:00.0;66036637;2;2022-07-21 20:30:18.0;2022-07-21 20:30:19.0;2022-07-21 20:30:18.0
10.12.1120405;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.12.1120405;2022-07-21 20:28:00.0;66036639;1;2022-07-21 20:30:18.0;2022-07-21 20:30:19.0;2022-07-21 20:30:18.0
5.22.1102206;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.22.1102206;2022-07-21 20:28:00.0;66036640;2;2022-07-21 20:30:18.0;2022-07-21 20:30:19.0;2022-07-21 20:30:18.0
8.31.1116693;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.31.1116693;2022-07-21 20:28:01.0;66036642;2;2022-07-21 20:30:18.0;2022-07-21 20:30:19.0;2022-07-21 20:30:18.0
10.30.1121110;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.30.1121110;2022-07-21 20:31:01.0;66036644;1;2022-07-21 20:35:21.0;2022-07-21 20:35:21.0;2022-07-21 20:35:21.0
8.10.1116383;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.10.1116383;2022-07-21 20:48:00.0;66036645;3;2022-07-21 20:50:19.0;2022-07-21 20:50:20.0;2022-07-21 20:50:19.0
6.31.954519;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.31.954519;2022-07-21 21:02:59.0;66036648;2;2022-07-21 21:05:17.0;2022-07-21 21:05:18.0;2022-07-21 21:05:17.0
9.6.1110786;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.6.1110786;2022-07-21 21:08:00.0;66036650;1;2022-07-21 21:10:20.0;2022-07-21 21:10:21.0;2022-07-21 21:10:20.0
10.33.1121754;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.33.1121754;2022-07-21 21:08:00.0;66036651;6;2022-07-21 21:10:20.0;2022-07-21 21:10:21.0;2022-07-21 21:10:20.0
9.34.1110387;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.34.1110387;2022-07-21 21:22:59.0;66036657;4;2022-07-21 21:25:19.0;2022-07-21 21:25:20.0;2022-07-21 21:25:19.0
1.24.973442;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.24.973442;2022-07-21 21:27:59.0;66036661;2;2022-07-21 21:35:35.0;2022-07-21 21:35:35.0;2022-07-21 21:35:35.0
2.22.1098175;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.22.1098175;2022-07-21 21:32:58.0;66036663;2;2022-07-21 21:40:29.0;2022-07-21 21:40:30.0;2022-07-21 21:40:29.0
2.42.1097312;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.42.1097312;2022-07-21 21:47:59.0;66036665;4;2022-07-21 21:55:20.0;2022-07-21 21:55:21.0;2022-07-21 21:55:20.0
7.7.1076322;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.7.1076322;2022-07-21 22:12:59.0;66036669;2;2022-07-21 22:15:17.0;2022-07-21 22:15:17.0;2022-07-21 22:15:17.0
5.7.1102122;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.7.1102122;2022-07-21 22:17:58.0;66036671;3;2022-07-21 22:20:19.0;2022-07-21 22:20:20.0;2022-07-21 22:20:19.0
10.36.1120779;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.36.1120779;2022-07-21 22:27:58.0;66036674;4;2022-07-21 22:30:20.0;2022-07-21 22:30:21.0;2022-07-21 22:30:20.0
8.47.1116496;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.47.1116496;2022-07-21 22:47:59.0;66036678;3;2022-07-21 22:50:21.0;2022-07-21 22:50:21.0;2022-07-21 22:50:21.0
7.39.1077206;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.39.1077206;2022-07-21 22:52:59.0;66036681;3;2022-07-21 22:55:17.0;2022-07-21 22:55:18.0;2022-07-21 22:55:17.0
5.7.1102124;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.7.1102124;2022-07-21 22:57:59.0;66036684;1;2022-07-21 23:00:20.0;2022-07-21 23:00:21.0;2022-07-21 23:00:20.0
7.26.1075767;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.26.1075767;2022-07-21 23:22:59.0;66036685;2;2022-07-21 23:31:16.0;2022-07-21 23:31:17.0;2022-07-21 23:31:16.0
5.40.1101256;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.40.1101256;2022-07-22 00:03:01.0;66036687;1;2022-07-22 00:05:15.0;2022-07-22 00:05:15.0;2022-07-22 00:05:15.0
5.22.1102222;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.22.1102222;2022-07-22 00:23:22.0;66036688;2;2022-07-22 00:33:02.0;2022-07-22 00:33:03.0;2022-07-22 00:33:02.0
11.10.297583;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=11.10.297583;2022-07-22 00:33:01.0;66036690;1;2022-07-22 00:41:22.0;2022-07-22 00:41:22.0;2022-07-22 00:41:22.0
6.25.955958;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.25.955958;2022-07-22 00:53:00.0;66036691;2;2022-07-22 05:00:30.0;2022-07-22 05:00:31.0;2022-07-22 05:00:30.0
2.23.1095632;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.23.1095632;2022-07-22 05:03:00.0;66036693;3;2022-07-22 05:05:16.0;2022-07-22 05:05:17.0;2022-07-22 05:05:16.0
7.33.1077372;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.33.1077372;2022-07-22 05:03:34.0;66036696;1;2022-07-22 05:10:16.0;2022-07-22 05:10:16.0;2022-07-22 05:10:16.0
8.37.1116920;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.37.1116920;2022-07-22 06:12:59.0;66036700;4;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:20.0
2.4.1097986;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.4.1097986;2022-07-22 06:12:59.0;66036697;1;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:19.0
3.33.1110893;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.33.1110893;2022-07-22 06:12:59.0;66036698;2;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:20.0
3.12.1110804;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.12.1110804;2022-07-22 06:13:00.0;66036704;2;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:20.0
4.44.1112571;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.44.1112571;2022-07-22 06:13:00.0;66036706;1;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:20.0
9.11.1111221;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.11.1111221;2022-07-22 06:13:00.0;66036707;23;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:20.0
4.15.1113028;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.15.1113028;2022-07-22 06:13:01.0;66036730;9;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:20.0
1.8.973536;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.8.973536;2022-07-22 06:13:02.0;66036751;1;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:21.0
10.29.1121993;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.29.1121993;2022-07-22 06:13:02.0;66036739;12;2022-07-22 06:20:19.0;2022-07-22 06:20:21.0;2022-07-22 06:20:20.0
4.29.1113063;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.29.1113063;2022-07-22 06:17:59.0;66036752;1;2022-07-22 06:25:19.0;2022-07-22 06:25:19.0;2022-07-22 06:25:19.0
3.30.1110804;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.30.1110804;2022-07-22 06:28:00.0;66036753;4;2022-07-22 06:30:20.0;2022-07-22 06:30:21.0;2022-07-22 06:30:20.0
4.38.1112658;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.38.1112658;2022-07-22 06:38:00.0;66036757;2;2022-07-22 06:40:16.0;2022-07-22 06:40:17.0;2022-07-22 06:40:16.0
11.23.297704;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=11.23.297704;2022-07-22 08:13:02.0;66036760;11;2022-07-22 08:15:18.0;2022-07-22 08:15:19.0;2022-07-22 08:15:18.0
3.23.1109666;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.23.1109666;2022-07-22 08:13:02.0;66036759;1;2022-07-22 08:15:18.0;2022-07-22 08:15:19.0;2022-07-22 08:15:18.0
2.40.1096995;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.40.1096995;2022-07-22 08:13:03.0;66036771;15;2022-07-22 08:15:18.0;2022-07-22 08:15:19.0;2022-07-22 08:15:18.0
8.14.1116978;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.14.1116978;2022-07-22 08:13:05.0;66036786;1;2022-07-22 08:15:18.0;2022-07-22 08:15:19.0;2022-07-22 08:15:18.0
9.16.1111215;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.16.1111215;2022-07-22 08:13:05.0;66036787;2;2022-07-22 08:15:18.0;2022-07-22 08:15:19.0;2022-07-22 08:15:18.0
10.20.1121428;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.20.1121428;2022-07-22 08:18:01.0;66036789;7;2022-07-22 08:20:21.0;2022-07-22 08:20:22.0;2022-07-22 08:20:21.0
5.4.1102045;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.4.1102045;2022-07-22 08:18:05.0;66036796;5;2022-07-22 08:20:21.0;2022-07-22 08:20:22.0;2022-07-22 08:20:21.0
3.14.1111121;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.14.1111121;2022-07-22 08:33:00.0;66036801;1;2022-07-22 08:35:31.0;2022-07-22 08:35:32.0;2022-07-22 08:35:31.0
6.37.955979;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.37.955979;2022-07-22 08:33:01.0;66036802;1;2022-07-22 08:35:31.0;2022-07-22 08:35:32.0;2022-07-22 08:35:32.0
