transaccion;url_transaccion;fecha_creacion;primer_idcambiotabla;total_cambios;fecha_insercion;fecha_actualizacion;fecha_confirmacion
3.11.1110045;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.11.1110045;2022-07-21 03:37:59.0;66020998;12;2022-07-21 05:01:28.0;2022-07-21 05:01:29.0;2022-07-21 05:01:28.0
9.44.1110917;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.44.1110917;2022-07-21 05:03:00.0;66021010;2;2022-07-21 05:10:26.0;2022-07-21 05:10:27.0;2022-07-21 05:10:26.0
5.0.1101756;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.0.1101756;2022-07-21 05:04:05.0;66021012;2;2022-07-21 05:10:26.0;2022-07-21 05:10:27.0;2022-07-21 05:10:26.0
12.1.52788;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=12.1.52788;2022-07-21 06:12:58.0;66021015;7;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:28.0
9.45.1110821;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.45.1110821;2022-07-21 06:12:58.0;66021014;1;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:28.0
8.46.1112696;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.46.1112696;2022-07-21 06:12:59.0;66021022;1;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:28.0
3.28.1110781;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.28.1110781;2022-07-21 06:12:59.0;66021023;1;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:28.0
4.20.1112958;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.20.1112958;2022-07-21 06:13:00.0;66021025;6;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:29.0
8.14.1116661;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.14.1116661;2022-07-21 06:13:00.0;66021024;1;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:28.0
9.31.1110868;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.31.1110868;2022-07-21 06:13:00.0;66021031;2;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:29.0
4.47.1112699;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.47.1112699;2022-07-21 06:13:01.0;66021033;4;2022-07-21 06:15:28.0;2022-07-21 06:15:29.0;2022-07-21 06:15:29.0
11.22.297573;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=11.22.297573;2022-07-21 06:17:58.0;66021037;5;2022-07-21 06:25:38.0;2022-07-21 06:25:38.0;2022-07-21 06:25:38.0
1.36.973232;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.36.973232;2022-07-21 08:12:58.0;66021044;2;2022-07-21 08:20:20.0;2022-07-21 08:20:21.0;2022-07-21 08:20:20.0
10.7.1118583;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.7.1118583;2022-07-21 08:12:58.0;66021042;2;2022-07-21 08:20:20.0;2022-07-21 08:20:21.0;2022-07-21 08:20:20.0
12.41.52794;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=12.41.52794;2022-07-21 08:12:59.0;66021046;7;2022-07-21 08:20:20.0;2022-07-21 08:20:21.0;2022-07-21 08:20:20.0
3.47.1110328;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.47.1110328;2022-07-21 08:13:00.0;66021054;1;2022-07-21 08:20:20.0;2022-07-21 08:20:21.0;2022-07-21 08:20:20.0
8.44.1114946;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.44.1114946;2022-07-21 08:13:00.0;66021053;1;2022-07-21 08:20:20.0;2022-07-21 08:20:21.0;2022-07-21 08:20:20.0
9.11.1110906;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.11.1110906;2022-07-21 08:23:00.0;66021055;1;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:19.0
9.37.1110617;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.37.1110617;2022-07-21 08:23:01.0;66021057;1;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:20.0
4.11.1112439;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.11.1112439;2022-07-21 08:23:01.0;66021056;1;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:20.0
4.14.1112347;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.14.1112347;2022-07-21 08:23:02.0;66021058;1;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:20.0
6.15.955402;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.15.955402;2022-07-21 08:23:02.0;66021059;1;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:20.0
1.7.973442;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.7.973442;2022-07-21 08:23:03.0;66021060;1;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:20.0
12.23.52795;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=12.23.52795;2022-07-21 08:23:03.0;66021061;1;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:20.0
7.31.1076932;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.31.1076932;2022-07-21 08:23:09.0;66021062;3;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:20.0
2.44.1097822;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.44.1097822;2022-07-21 08:23:14.0;66021065;5;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:21.0
5.42.1101523;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.42.1101523;2022-07-21 08:23:17.0;66021070;4;2022-07-21 08:30:19.0;2022-07-21 08:30:21.0;2022-07-21 08:30:21.0
6.43.955437;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.43.955437;2022-07-21 08:32:58.0;66021074;1;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:16.0
9.18.1110395;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.18.1110395;2022-07-21 08:32:58.0;66021077;1;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:16.0
9.28.1110269;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.28.1110269;2022-07-21 08:32:58.0;66021075;1;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:16.0
4.42.1112581;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.42.1112581;2022-07-21 08:32:58.0;66021076;1;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:16.0
4.22.1112648;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.22.1112648;2022-07-21 08:32:59.0;66021078;1;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:16.0
5.2.1101922;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.2.1101922;2022-07-21 08:32:59.0;66021079;5;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:16.0
1.30.972857;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.30.972857;2022-07-21 08:33:01.0;66021084;4;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:17.0
10.27.1121564;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.27.1121564;2022-07-21 08:33:05.0;66021088;6;2022-07-21 08:35:16.0;2022-07-21 08:35:17.0;2022-07-21 08:35:17.0
10.42.1121512;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.42.1121512;2022-07-21 08:38:04.0;66021094;4;2022-07-21 08:40:19.0;2022-07-21 08:40:20.0;2022-07-21 08:40:19.0
3.16.1109964;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.16.1109964;2022-07-21 08:38:08.0;66021099;1;2022-07-21 08:40:19.0;2022-07-21 08:40:20.0;2022-07-21 08:40:19.0
8.40.1116915;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.40.1116915;2022-07-21 08:38:08.0;66021098;1;2022-07-21 08:40:19.0;2022-07-21 08:40:20.0;2022-07-21 08:40:19.0
8.37.1116626;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.37.1116626;2022-07-21 08:38:09.0;66021100;1;2022-07-21 08:40:19.0;2022-07-21 08:40:20.0;2022-07-21 08:40:19.0
9.24.1105506;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.24.1105506;2022-07-21 08:38:10.0;66021101;4;2022-07-21 08:40:19.0;2022-07-21 08:40:20.0;2022-07-21 08:40:19.0
2.33.1097334;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.33.1097334;2022-07-21 08:42:59.0;66021105;3;2022-07-21 08:45:14.0;2022-07-21 08:45:15.0;2022-07-21 08:45:14.0
11.10.297577;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=11.10.297577;2022-07-21 08:48:00.0;66021108;2;2022-07-21 08:50:18.0;2022-07-21 08:50:19.0;2022-07-21 08:50:18.0
1.46.972978;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.46.972978;2022-07-21 08:57:58.0;66021110;1;2022-07-21 09:00:16.0;2022-07-21 09:00:17.0;2022-07-21 09:00:16.0
3.10.1109967;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.10.1109967;2022-07-21 08:57:59.0;66021111;4;2022-07-21 09:00:16.0;2022-07-21 09:00:17.0;2022-07-21 09:00:16.0
1.35.972878;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.35.972878;2022-07-21 09:07:59.0;66021117;1;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:29.0
5.33.1101872;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.33.1101872;2022-07-21 09:07:59.0;66021115;2;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:29.0
2.0.1097155;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.0.1097155;2022-07-21 09:08:00.0;66021118;1;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:30.0
8.43.1116748;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.43.1116748;2022-07-21 09:08:01.0;66021119;1;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:30.0
3.39.1110796;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.39.1110796;2022-07-21 09:08:02.0;66021120;5;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:30.0
10.13.1120544;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.13.1120544;2022-07-21 09:08:03.0;66021126;1;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:30.0
5.35.1102182;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.35.1102182;2022-07-21 09:08:03.0;66021125;1;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:30.0
5.38.1101535;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.38.1101535;2022-07-21 09:08:06.0;66021127;1;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:30.0
7.12.1076758;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.12.1076758;2022-07-21 09:08:06.0;66021128;1;2022-07-21 09:10:29.0;2022-07-21 09:10:31.0;2022-07-21 09:10:30.0
4.35.1112685;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.35.1112685;2022-07-21 09:12:58.0;66021129;3;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:30.0
10.3.1121746;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.3.1121746;2022-07-21 09:12:59.0;66021134;5;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:30.0
5.2.1101925;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.2.1101925;2022-07-21 09:12:59.0;66021139;2;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:30.0
9.19.1110886;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.19.1110886;2022-07-21 09:12:59.0;66021132;2;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:30.0
6.32.955639;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.32.955639;2022-07-21 09:13:00.0;66021141;1;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:30.0
1.2.972974;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.2.972974;2022-07-21 09:13:00.0;66021142;1;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:31.0
1.21.973451;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.21.973451;2022-07-21 09:13:00.0;66021143;1;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:31.0
2.4.1097698;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.4.1097698;2022-07-21 09:13:01.0;66021148;1;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:31.0
2.43.1097635;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.43.1097635;2022-07-21 09:13:01.0;66021149;2;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:31.0
6.30.954125;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.30.954125;2022-07-21 09:13:01.0;66021144;4;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:31.0
9.47.1110380;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.47.1110380;2022-07-21 09:13:03.0;66021152;4;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:31.0
4.28.1112772;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.28.1112772;2022-07-21 09:13:03.0;66021151;1;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:31.0
10.30.1121004;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.30.1121004;2022-07-21 09:13:04.0;66021156;3;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:32.0
5.26.1101696;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.26.1101696;2022-07-21 09:13:04.0;66021159;1;2022-07-21 09:15:30.0;2022-07-21 09:15:33.0;2022-07-21 09:15:32.0
10.21.1120870;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.21.1120870;2022-07-21 09:17:58.0;66021161;1;2022-07-21 09:20:31.0;2022-07-21 09:20:32.0;2022-07-21 09:20:31.0
9.27.1110705;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.27.1110705;2022-07-21 09:17:58.0;66021160;1;2022-07-21 09:20:31.0;2022-07-21 09:20:32.0;2022-07-21 09:20:31.0
7.24.1076605;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.24.1076605;2022-07-21 09:17:59.0;66021167;2;2022-07-21 09:20:31.0;2022-07-21 09:20:32.0;2022-07-21 09:20:31.0
1.7.973445;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.7.973445;2022-07-21 09:17:59.0;66021162;5;2022-07-21 09:20:31.0;2022-07-21 09:20:32.0;2022-07-21 09:20:31.0
3.27.1110224;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.27.1110224;2022-07-21 09:18:00.0;66021169;1;2022-07-21 09:20:31.0;2022-07-21 09:20:32.0;2022-07-21 09:20:31.0
8.35.1116760;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.35.1116760;2022-07-21 09:18:00.0;66021170;2;2022-07-21 09:20:31.0;2022-07-21 09:20:32.0;2022-07-21 09:20:31.0
9.21.1110262;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.21.1110262;2022-07-21 09:22:58.0;66021172;2;2022-07-21 09:25:56.0;2022-07-21 09:25:57.0;2022-07-21 09:25:56.0
5.7.1102018;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.7.1102018;2022-07-21 09:23:01.0;66021175;2;2022-07-21 09:25:56.0;2022-07-21 09:25:57.0;2022-07-21 09:25:56.0
10.32.1121341;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.32.1121341;2022-07-21 09:23:01.0;66021174;1;2022-07-21 09:25:56.0;2022-07-21 09:25:57.0;2022-07-21 09:25:56.0
7.19.1076908;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.19.1076908;2022-07-21 09:23:04.0;66021177;3;2022-07-21 09:25:56.0;2022-07-21 09:25:57.0;2022-07-21 09:25:56.0
5.29.1101998;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.29.1101998;2022-07-21 09:27:58.0;66021181;1;2022-07-21 09:30:50.0;2022-07-21 09:30:52.0;2022-07-21 09:30:50.0
5.3.1101791;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.3.1101791;2022-07-21 09:27:58.0;66021180;1;2022-07-21 09:30:50.0;2022-07-21 09:30:52.0;2022-07-21 09:30:50.0
1.42.972974;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.42.972974;2022-07-21 09:27:59.0;66021182;3;2022-07-21 09:30:50.0;2022-07-21 09:30:52.0;2022-07-21 09:30:51.0
8.32.1115341;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.32.1115341;2022-07-21 09:28:02.0;66021185;1;2022-07-21 09:30:50.0;2022-07-21 09:30:52.0;2022-07-21 09:30:51.0
7.44.1067122;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.44.1067122;2022-07-21 09:32:58.0;66021187;1;2022-07-21 09:35:51.0;2022-07-21 09:35:54.0;2022-07-21 09:35:51.0
1.36.973237;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.36.973237;2022-07-21 09:32:58.0;66021186;1;2022-07-21 09:35:51.0;2022-07-21 09:35:54.0;2022-07-21 09:35:51.0
2.31.1097860;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.31.1097860;2022-07-21 09:32:58.0;66021188;124;2022-07-21 09:35:51.0;2022-07-21 09:35:54.0;2022-07-21 09:35:51.0
4.44.1112275;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.44.1112275;2022-07-21 09:33:00.0;66021312;1;2022-07-21 09:35:51.0;2022-07-21 09:35:54.0;2022-07-21 09:35:51.0
1.25.973117;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.25.973117;2022-07-21 09:37:58.0;66021313;2;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:54.0
3.28.1110798;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.28.1110798;2022-07-21 09:37:58.0;66021315;2;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:54.0
4.25.1112552;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.25.1112552;2022-07-21 09:37:59.0;66021319;1;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:55.0
9.15.1110641;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.15.1110641;2022-07-21 09:37:59.0;66021322;4;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:55.0
9.24.1105510;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.24.1105510;2022-07-21 09:37:59.0;66021317;2;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:55.0
9.29.1110729;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.29.1110729;2022-07-21 09:37:59.0;66021321;1;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:55.0
9.32.1110913;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.32.1110913;2022-07-21 09:37:59.0;66021320;1;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:55.0
8.13.1115006;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.13.1115006;2022-07-21 09:38:00.0;66021450;2;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:55.0
4.29.1112771;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.29.1112771;2022-07-21 09:38:00.0;66021326;124;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:55.0
9.44.1110936;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.44.1110936;2022-07-21 09:38:01.0;66021452;1;2022-07-21 09:40:54.0;2022-07-21 09:41:01.0;2022-07-21 09:40:56.0
6.18.955680;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.18.955680;2022-07-21 09:42:58.0;66021453;1;2022-07-21 09:50:33.0;2022-07-21 09:50:36.0;2022-07-21 09:50:33.0
8.30.1116621;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.30.1116621;2022-07-21 09:42:58.0;66021454;1;2022-07-21 09:50:33.0;2022-07-21 09:50:36.0;2022-07-21 09:50:33.0
3.38.1107589;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.38.1107589;2022-07-21 09:43:00.0;66021455;1;2022-07-21 09:50:33.0;2022-07-21 09:50:36.0;2022-07-21 09:50:33.0
1.16.973097;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.16.973097;2022-07-21 09:47:58.0;66021456;1;2022-07-21 09:55:34.0;2022-07-21 09:55:37.0;2022-07-21 09:55:34.0
8.33.1116077;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.33.1116077;2022-07-21 09:48:00.0;66021459;1;2022-07-21 09:55:34.0;2022-07-21 09:55:37.0;2022-07-21 09:55:34.0
8.6.1116907;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.6.1116907;2022-07-21 09:48:00.0;66021457;2;2022-07-21 09:55:34.0;2022-07-21 09:55:37.0;2022-07-21 09:55:34.0
9.42.1108947;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.42.1108947;2022-07-21 09:48:01.0;66021460;8;2022-07-21 09:55:34.0;2022-07-21 09:55:37.0;2022-07-21 09:55:34.0
4.41.1112762;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.41.1112762;2022-07-21 09:48:01.0;66021468;116;2022-07-21 09:55:34.0;2022-07-21 09:55:37.0;2022-07-21 09:55:34.0
10.5.1120368;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.5.1120368;2022-07-21 09:48:02.0;66021584;1;2022-07-21 09:55:34.0;2022-07-21 09:55:37.0;2022-07-21 09:55:35.0
7.15.1076019;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.15.1076019;2022-07-21 09:48:04.0;66021585;3;2022-07-21 09:55:34.0;2022-07-21 09:55:37.0;2022-07-21 09:55:35.0
2.7.1097667;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.7.1097667;2022-07-21 09:52:59.0;66021588;2;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:01.0
3.21.1110406;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.21.1110406;2022-07-21 09:53:00.0;66021591;116;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:01.0
3.31.1110172;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.31.1110172;2022-07-21 09:53:00.0;66021707;112;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:01.0
8.1.1116720;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.1.1116720;2022-07-21 09:53:00.0;66021590;1;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:01.0
4.37.1113029;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.37.1113029;2022-07-21 09:53:01.0;66021819;2;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:01.0
4.8.1112674;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.8.1112674;2022-07-21 09:53:01.0;66021821;3;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:02.0
10.41.1121751;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.41.1121751;2022-07-21 09:53:02.0;66021824;3;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:02.0
6.47.955523;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.47.955523;2022-07-21 09:53:04.0;66021827;1;2022-07-21 10:01:01.0;2022-07-21 10:01:02.0;2022-07-21 10:01:02.0
3.8.1110196;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.8.1110196;2022-07-21 09:58:02.0;66021828;1;2022-07-21 10:05:47.0;2022-07-21 10:05:50.0;2022-07-21 10:05:47.0
2.0.1097164;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.0.1097164;2022-07-21 09:58:07.0;66021829;3;2022-07-21 10:05:47.0;2022-07-21 10:05:50.0;2022-07-21 10:05:48.0
3.39.1110808;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.39.1110808;2022-07-21 09:58:12.0;66021833;1;2022-07-21 10:05:47.0;2022-07-21 10:05:50.0;2022-07-21 10:05:48.0
