transaccion;url_transaccion;fecha_creacion;primer_idcambiotabla;total_cambios;fecha_insercion;fecha_actualizacion;fecha_confirmacion
3.29.1169648_2;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.29.1169648_2;2023-01-11 07:34:03.0;69804487;2000;2023-01-11 07:34:03.0;2023-01-11 07:34:03.0;2023-01-11 07:34:03.0
